时间,今值,预测值
1977年9月1日 (八月)17:00,0.90%, 
1977年8月1日 (七月)17:00,-1.10%, 
1977年7月1日 (六月)17:00,0.20%, 
1977年6月1日 (五月)17:00,0.40%, 
1977年5月1日 (四月)17:00,0.60%, 
1977年4月1日 (三月)17:00,0.00%, 
1977年3月1日 (二月)17:00,0.40%, 
1977年2月1日 (一月)17:00,1.10%, 
1977年1月1日 (十二月)17:00,0.00%, 
1976年12月1日 (十一月)17:00,0.70%, 
1976年11月1日 (十月)17:00,0.70%, 
1976年10月1日 (九月)17:00,-0.40%, 
1976年9月1日 (八月)17:00,1.30%, 
1976年8月1日 (七月)17:00,-1.10%, 
1976年7月1日 (六月)17:00,0.00%, 
1976年6月1日 (五月)17:00,0.20%, 
1976年5月1日 (四月)17:00,0.90%, 
1976年4月1日 (三月)17:00,-0.20%, 
1976年3月1日 (二月)17:00,0.70%, 
1976年2月1日 (一月)17:00,0.90%, 
1976年1月1日 (十二月)17:00,0.00%, 
1975年12月1日 (十一月)17:00,0.70%, 
1975年11月1日 (十月)17:00,0.70%, 
1975年10月1日 (九月)17:00,0.20%, 
1975年9月1日 (八月)17:00,0.70%, 
1975年8月1日 (七月)17:00,-0.90%, 
1975年7月1日 (六月)17:00,0.50%, 
1975年6月1日 (五月)17:00,0.70%, 
1975年5月1日 (四月)17:00,1.20%, 
1975年4月1日 (三月)17:00,0.00%, 
1975年3月1日 (二月)17:00,0.50%, 
1975年2月1日 (一月)17:00,1.20%, 
1975年1月1日 (十二月)17:00,0.00%, 
1974年12月1日 (十一月)17:00,1.00%, 
1974年11月1日 (十月)17:00,1.20%, 
1974年10月1日 (九月)17:00,-0.20%, 
1974年9月1日 (八月)17:00,1.00%, 
1974年8月1日 (七月)17:00,-0.70%, 
1974年7月1日 (六月)17:00,0.20%, 
1974年6月1日 (五月)17:00,0.70%, 
1974年5月1日 (四月)17:00,1.00%, 
1974年4月1日 (三月)17:00,-0.20%, 
1974年3月1日 (二月)17:00,1.00%, 
1974年2月1日 (一月)17:00,1.00%, 
1974年1月1日 (十二月)17:00,0.50%, 
1973年12月1日 (十一月)17:00,1.50%, 
1973年11月1日 (十月)17:00,1.30%, 
1973年10月1日 (九月)17:00,-0.50%, 
1973年9月1日 (八月)17:00,1.00%, 
1973年8月1日 (七月)17:00,-0.80%, 
1973年7月1日 (六月)17:00,0.50%, 
1973年6月1日 (五月)17:00,0.50%, 
1973年5月1日 (四月)17:00,1.10%, 
1973年4月1日 (三月)17:00,0.30%, 
1973年3月1日 (二月)17:00,0.80%, 
1973年2月1日 (一月)17:00,1.40%, 
1973年1月1日 (十二月)17:00,0.00%, 
1972年12月1日 (十一月)17:00,0.80%, 
1972年11月1日 (十月)17:00,0.80%, 
1972年10月1日 (九月)17:00,0.80%, 
1972年9月1日 (八月)17:00,0.80%, 
1972年8月1日 (七月)17:00,-0.60%, 
1972年7月1日 (六月)17:00,0.60%, 
1972年6月1日 (五月)17:00,0.30%, 
1972年5月1日 (四月)17:00,0.60%, 
1972年4月1日 (三月)17:00,0.00%, 
1972年3月1日 (二月)17:00,0.60%, 
1972年2月1日 (一月)17:00,1.40%, 
1972年1月1日 (十二月)17:00,0.00%, 
1971年12月1日 (十一月)17:00,0.60%, 
1971年11月1日 (十月)17:00,0.90%, 
1971年10月1日 (九月)17:00,0.00%, 
1971年9月1日 (八月)17:00,0.90%, 
1971年8月1日 (七月)17:00,-0.90%, 
1971年7月1日 (六月)17:00,0.60%, 
1971年6月1日 (五月)17:00,0.00%, 
1971年5月1日 (四月)17:00,0.90%, 
1971年4月1日 (三月)17:00,0.30%, 
1971年3月1日 (二月)17:00,0.60%, 
1971年2月1日 (一月)17:00,1.50%, 
1971年1月1日 (十二月)17:00,0.30%, 
1970年12月1日 (十一月)17:00,0.90%, 
1970年11月1日 (十月)17:00,0.60%, 
1970年10月1日 (九月)17:00,-0.30%, 
1970年9月1日 (八月)17:00,0.90%, 
1970年8月1日 (七月)17:00,-1.20%, 
1970年7月1日 (六月)17:00,0.30%, 
1970年6月1日 (五月)17:00,0.00%, 
1970年5月1日 (四月)17:00,0.90%, 
1970年4月1日 (三月)17:00,-0.30%, 
1970年3月1日 (二月)17:00,0.60%, 
1970年2月1日 (一月)17:00,1.30%, 
1970年1月1日 (十二月)17:00,0.00%, 
